#Date,news pleasantness,news attention,news sensitivity,news aptitude,news polarity,prev news pleasantness,prev news attention,prev news sensitivity,prev news aptitude,prev news polarity,stock change
2011-11-22,47.48,26.716,35.33,60.176,51.138,54.023,39.708,25.945,71.374,65.179,-1
2011-11-23,5.887,4.087,31.659,23.018,19.856,47.48,26.716,35.33,60.176,51.138,-2
2011-11-25,54.36,19.855,22.45,54.083,55.706,31.001,5.527,13.794,42.142,37.147,-1
2011-11-28,45.936,21.589,33.298,68.896,63.934,8.315,7.354,33.397,26.966,14.185,2
2011-11-29,44.251,7.31,13.492,69.692,62.023,45.936,21.589,33.298,68.896,63.934,1
2011-11-30,29.471,29.372,21.025,63.103,49.764,44.251,7.31,13.492,69.692,62.023,2
2011-12-01,32.329,34.47,35.569,44.229,39.521,29.471,29.372,21.025,63.103,49.764,-1
2011-12-02,18.535,31.847,27.818,27.51,25.845,32.329,34.47,35.569,44.229,39.521,0
2011-12-05,25.899,32.645,28.068,59.654,40.724,15.063,35.029,33.224,34.135,28.26,1
2011-12-06,64.812,31.127,5.518,74.069,69.89,25.899,32.645,28.068,59.654,40.724,1
2011-12-07,14.133,7.817,37.28,50.148,36.427,64.812,31.127,5.518,74.069,69.89,1
2011-12-08,25.968,20.804,0.822,47.422,38.013,14.133,7.817,37.28,50.148,36.427,-2
2011-12-09,44.68,-6.055,15.787,46.08,44.022,25.968,20.804,0.822,47.422,38.013,2
2011-12-12,40.792,39.426,15.19,64.023,52.468,49.113,17.546,19.154,57.605,49.328,-2
2011-12-13,3.108,18.027,21.527,16.851,14.761,40.792,39.426,15.19,64.023,52.468,-1
2011-12-14,44.295,7.374,26.532,59.571,57.575,3.108,18.027,21.527,16.851,14.761,-1
2011-12-15,3.727,-1.691,36.665,23.786,15.851,44.295,7.374,26.532,59.571,57.575,1
2011-12-16,-15.167,19.98,13.037,15.951,0.873,3.727,-1.691,36.665,23.786,15.851,0
2011-12-19,15.561,7.053,-9.936,23.63,13.157,51.308,34.022,23.018,67.589,56.047,-1
2011-12-20,24.626,29,51.471,70.933,50.202,15.561,7.053,-9.936,23.63,13.157,2
2011-12-21,19.828,7.42,17.694,53.548,41.578,24.626,29,51.471,70.933,50.202,0
2011-12-22,30.617,23.649,20.385,60.089,49.376,19.828,7.42,17.694,53.548,41.578,1
2011-12-23,42.14,31.011,12.212,58.62,49.865,30.617,23.649,20.385,60.089,49.376,1
2011-12-27,10.451,21.973,12.013,32.372,23.025,1.25,12.374,22.598,21.356,13.319,0
2011-12-28,-5.762,18.158,22.176,29.803,11.755,10.451,21.973,12.013,32.372,23.025,-1
2011-12-29,30.681,11.537,35.759,33.39,34.342,-5.762,18.158,22.176,29.803,11.755,1
2011-12-30,34.548,28.489,19.159,11.127,19.35,30.681,11.537,35.759,33.39,34.342,-1
2012-01-03,27.175,30.737,29.473,55.074,46.717,27.987,33.079,26.756,53.885,45.167,2
2012-01-04,65.17,31.877,13.791,86.754,71.228,27.175,30.737,29.473,55.074,46.717,1
2012-01-05,55.861,4.059,9.592,95.259,76.157,65.17,31.877,13.791,86.754,71.228,0
2012-01-06,44.906,12.877,22.794,53.62,52.192,55.861,4.059,9.592,95.259,76.157,-1
2012-01-09,41.218,22.128,21.746,70.198,57.672,37.723,39.076,40.452,64.413,50.934,1
2012-01-10,13.177,10.112,32.347,36.189,25.716,41.218,22.128,21.746,70.198,57.672,1
2012-01-11,8.94,8.8,19.088,15.121,14.002,13.177,10.112,32.347,36.189,25.716,0
2012-01-12,24.675,15.548,23.838,51.334,40.403,8.94,8.8,19.088,15.121,14.002,1
2012-01-13,16.356,22.674,36.282,33.809,23.33,24.675,15.548,23.838,51.334,40.403,-1
2012-01-17,55.312,10.911,15.748,61.073,59.27,45.074,3.533,33.243,73.208,63.2,1
2012-01-18,24.349,47.434,31.835,33.547,28.201,55.312,10.911,15.748,61.073,59.27,1
2012-01-19,26.264,13.934,37.879,45.231,35.426,24.349,47.434,31.835,33.547,28.201,1
2012-01-20,6.888,19.569,20.403,14.739,13.417,26.264,13.934,37.879,45.231,35.426,1
2012-01-23,36.399,30.506,19.308,46.868,45.614,40.443,17.623,45.315,65.598,53.474,0
2012-01-24,27.129,17.472,10.591,37.369,34.903,36.399,30.506,19.308,46.868,45.614,-1
2012-01-25,24.501,20.394,23.714,70.699,48.447,27.129,17.472,10.591,37.369,34.903,1
2012-01-26,42.713,41.418,17.962,65.278,51.417,24.501,20.394,23.714,70.699,48.447,-1
2012-01-27,17.225,24.349,7.365,27.888,18.292,42.713,41.418,17.962,65.278,51.417,-1
2012-01-30,35.177,-0.949,3.871,26.692,29.516,40.854,28.452,22.762,49.251,45.614,0
2012-01-31,22.556,20.62,4.694,31.838,28.881,35.177,-0.949,3.871,26.692,29.516,-1
2012-02-01,29.313,23.799,20.231,41.942,33.663,22.556,20.62,4.694,31.838,28.881,1
2012-02-02,42.743,28.452,17.253,73.689,63.397,29.313,23.799,20.231,41.942,33.663,0
2012-02-03,35.607,-3.862,19.584,43.588,42.617,42.743,28.452,17.253,73.689,63.397,2
2012-02-06,30.262,29.327,21.758,48.495,43.452,30.718,20.995,10.909,64.483,48.146,-1
2012-02-07,26.793,41.708,35.401,39.509,36.999,30.262,29.327,21.758,48.495,43.452,1
2012-02-08,42.348,30.895,20.977,70.891,60.601,26.793,41.708,35.401,39.509,36.999,1
2012-02-09,42.056,13.188,31.742,56.861,53.092,42.348,30.895,20.977,70.891,60.601,0
2012-02-10,26.545,13.388,34.965,13.61,18.548,42.056,13.188,31.742,56.861,53.092,-1
2012-02-13,15.282,18.929,24.656,25.438,19.618,52.811,27.672,21.831,73.773,68.408,1
2012-02-14,39.753,0.242,27.641,52.191,49.617,15.282,18.929,24.656,25.438,19.618,0
2012-02-15,12.427,3.696,8.244,31.047,19.527,39.753,0.242,27.641,52.191,49.617,-1
2012-02-16,36.46,6.468,-7.03,47.884,40.856,12.427,3.696,8.244,31.047,19.527,1
2012-02-17,37.647,21.526,20.441,55.047,51.972,36.46,6.468,-7.03,47.884,40.856,1
2012-02-21,40.125,8.713,27.196,64.58,53.417,55.335,19.609,16.292,39.009,47.016,1
2012-02-22,13.936,1.919,10.237,23.785,19.338,40.125,8.713,27.196,64.58,53.417,-1
2012-02-23,25.395,-5.077,38.079,34.784,30.36,13.936,1.919,10.237,23.785,19.338,1
2012-02-24,43.66,14.88,21.294,53.183,47.861,25.395,-5.077,38.079,34.784,30.36,0
2012-02-27,25.906,16.996,37.532,29.382,29.559,22.032,0.355,21.915,53.478,38.62,0
2012-02-28,16.121,16.869,36.691,42.11,30.874,25.906,16.996,37.532,29.382,29.559,1
2012-02-29,25.376,25.721,25.295,48.716,37.144,16.121,16.869,36.691,42.11,30.874,-1
2012-03-01,24.123,35.477,27.057,50.308,38.756,25.376,25.721,25.295,48.716,37.144,1
2012-03-02,40.972,35.728,26.401,58.484,55.18,24.123,35.477,27.057,50.308,38.756,0
2012-03-05,51.829,-11.865,32.809,65.705,63.255,22.996,16.911,14.817,58.474,40.885,-1
2012-03-06,40.161,2.331,4.181,57.673,48.781,51.829,-11.865,32.809,65.705,63.255,-2
2012-03-07,36.119,-16.603,3.765,40.002,34.613,40.161,2.331,4.181,57.673,48.781,1
2012-03-08,7.422,23.707,15.82,22.521,18.377,36.119,-16.603,3.765,40.002,34.613,1
2012-03-09,24.466,15.469,24.662,48.415,40.161,7.422,23.707,15.82,22.521,18.377,0
2012-03-12,2.722,15.076,20.726,49.109,27.344,13.188,9.642,14.982,26.469,19.943,1
2012-03-13,-3.642,1.953,34.823,3.371,6.038,2.722,15.076,20.726,49.109,27.344,2
2012-03-14,20.151,11.832,19.491,30.155,29.885,-3.642,1.953,34.823,3.371,6.038,1
2012-03-15,20.935,38.563,20.319,69.035,49.681,20.151,11.832,19.491,30.155,29.885,1
2012-03-16,52.011,40.487,30.943,91.343,71.871,20.935,38.563,20.319,69.035,49.681,-1
2012-03-19,22.002,44.984,29.148,29.69,33.184,47.027,-6.075,16.073,64.276,57.473,0
2012-03-20,18.104,31.662,16.393,54.047,40.881,22.002,44.984,29.148,29.69,33.184,-1
2012-03-21,46.143,18.755,19.197,47.211,50.335,18.104,31.662,16.393,54.047,40.881,-1
2012-03-22,19.802,-20.524,40.333,17.081,13.486,46.143,18.755,19.197,47.211,50.335,-1
2012-03-23,34.283,3.587,18.59,52.676,46.066,19.802,-20.524,40.333,17.081,13.486,1
2012-03-26,31.682,20.488,37.136,51.609,49.707,19.59,1.907,17.742,44.047,29.468,2
2012-03-27,20.357,23.442,17.591,43.905,36.028,31.682,20.488,37.136,51.609,49.707,-1
2012-03-28,26.58,26.574,2.682,40.618,35.92,20.357,23.442,17.591,43.905,36.028,-1
2012-03-29,15.09,4.02,14.967,25.356,24.955,26.58,26.574,2.682,40.618,35.92,1
2012-03-30,22.975,12.208,21.966,48.004,44.228,15.09,4.02,14.967,25.356,24.955,1
2012-04-02,27.163,35.238,26.514,42.184,43.163,21.269,35.611,30.024,51.57,42.845,1
2012-04-03,35.512,26.554,36.265,50.356,47.23,27.163,35.238,26.514,42.184,43.163,-1
2012-04-04,29.39,25.939,19.249,53.689,42.66,35.512,26.554,36.265,50.356,47.23,-1
2012-04-05,4.913,-2.269,32.164,27.405,22.973,29.39,25.939,19.249,53.689,42.66,0
2012-04-09,21.708,30.671,21.687,43.222,34.203,39.411,12.646,27.314,36.602,39.434,-1
2012-04-10,24.04,22.454,16.162,31.981,31.45,21.708,30.671,21.687,43.222,34.203,-2
2012-04-11,2.818,35.93,8.249,49.015,32.983,24.04,22.454,16.162,31.981,31.45,1
2012-04-12,15.015,17.435,25.411,39.811,33.309,2.818,35.93,8.249,49.015,32.983,2
2012-04-13,37.058,-8.481,29.056,51.906,41.271,15.015,17.435,25.411,39.811,33.309,-1
2012-04-16,67.121,45.092,27.767,66.729,70.568,24.15,0.745,33.394,36.956,32.603,1
2012-04-17,34.274,17.549,30.268,48.993,48.633,67.121,45.092,27.767,66.729,70.568,2
2012-04-18,14.986,12.78,21.057,30.753,23.092,34.274,17.549,30.268,48.993,48.633,-1
2012-04-19,40.003,10.125,18.912,45.596,48.071,14.986,12.78,21.057,30.753,23.092,-1
2012-04-20,42.58,31.109,15.159,56.985,50.097,40.003,10.125,18.912,45.596,48.071,1
2012-04-23,40.163,34.469,13.429,48.649,42.003,19.066,28.398,21.207,28.428,21.75,-1
2012-04-24,54.2,-11.193,26.859,77.745,73.11,40.163,34.469,13.429,48.649,42.003,1
2012-04-25,16.468,10.027,23.878,31.29,26.192,54.2,-11.193,26.859,77.745,73.11,1
2012-04-26,53.432,0.892,21.193,56.006,47.31,16.468,10.027,23.878,31.29,26.192,1
2012-04-27,41.535,22.103,23.566,48.834,47.442,53.432,0.892,21.193,56.006,47.31,1
2012-04-30,13.433,-4.569,12.517,24.171,19.111,40.242,28.577,29.579,49.997,46.224,-1
2012-05-01,13.943,11.581,33.359,41.026,27.504,13.433,-4.569,12.517,24.171,19.111,1
2012-05-02,30.625,36.602,27.293,41.92,38.075,13.943,11.581,33.359,41.026,27.504,0
2012-05-03,68.369,24.883,0.309,72.233,69.424,30.625,36.602,27.293,41.92,38.075,-1
2012-05-04,27.694,14.95,5.32,41.087,33.111,68.369,24.883,0.309,72.233,69.424,-2
2012-05-07,27.654,30.335,18.908,27.035,32.24,30.525,30.778,17.885,45.991,38.9,-1
2012-05-08,26.138,28.157,39.338,49.993,39.316,27.654,30.335,18.908,27.035,32.24,-1
2012-05-09,39.342,15.64,30.19,52.299,48.562,26.138,28.157,39.338,49.993,39.316,-1
2012-05-10,13.936,-1.159,29.382,46.094,30.382,39.342,15.64,30.19,52.299,48.562,1
2012-05-11,43.562,40.115,20.53,76.101,62.967,13.936,-1.159,29.382,46.094,30.382,-1
2012-05-14,33.439,18.264,8.686,61.102,52.455,57,34.795,35.107,92.506,84.492,-1
2012-05-15,18.611,9.323,15.121,14.442,17.191,33.439,18.264,8.686,61.102,52.455,-1
2012-05-16,27.373,14.299,20.759,35.16,30.186,18.611,9.323,15.121,14.442,17.191,-1
2012-05-17,26.769,18.452,23.055,44.938,37.214,27.373,14.299,20.759,35.16,30.186,-2
2012-05-18,56.193,23.309,8.913,70.834,66.395,26.769,18.452,23.055,44.938,37.214,-1
2012-05-21,5.666,15.974,17.937,19.882,14.72,11.689,6.421,20.853,8.046,12.142,1
2012-05-22,67.569,23.163,18.529,60.854,68.59,5.666,15.974,17.937,19.882,14.72,0
2012-05-23,50.393,8.503,18.535,65.234,62.927,67.569,23.163,18.529,60.854,68.59,0
2012-05-24,22.089,16.601,34.82,40.238,32.54,50.393,8.503,18.535,65.234,62.927,1
2012-05-25,47.35,10.989,17.862,52.264,52.389,22.089,16.601,34.82,40.238,32.54,-1
2012-05-29,24.8,22.707,16.666,59.852,43.269,56.354,5.829,26.425,52.227,51.786,1
2012-05-30,16.585,22.731,31.594,39.613,30.611,24.8,22.707,16.666,59.852,43.269,-2
2012-05-31,42.584,15.503,11.013,39.963,44.67,16.585,22.731,31.594,39.613,30.611,-1
2012-06-01,16.993,15.621,25.523,25.817,22.201,42.584,15.503,11.013,39.963,44.67,-2
2012-06-04,37.246,15.223,16.328,52.633,49.087,49.245,24.457,14.188,65.909,64.703,-1
2012-06-05,18.39,4.308,28.764,43.787,31.994,37.246,15.223,16.328,52.633,49.087,1
2012-06-06,41.69,28.172,24.997,58.621,53.459,18.39,4.308,28.764,43.787,31.994,2
2012-06-07,24.412,23.941,15.475,21.765,20.107,41.69,28.172,24.997,58.621,53.459,1
2012-06-08,30.134,-2.215,-2.307,37.815,35.412,24.412,23.941,15.475,21.765,20.107,1
2012-06-11,43.613,6.887,29.174,54.752,49.86,27.597,31.423,24.783,21.495,25.074,-2
2012-06-12,21.134,17.987,9.313,52.92,36.955,43.613,6.887,29.174,54.752,49.86,2
2012-06-13,45.077,18.595,29.466,55.159,50.318,21.134,17.987,9.313,52.92,36.955,-1
2012-06-14,32.074,15.438,5.189,50.779,42.782,45.077,18.595,29.466,55.159,50.318,2
2012-06-15,5.758,25.69,16.857,39.289,24.96,32.074,15.438,5.189,50.779,42.782,1
2012-06-18,48.132,6.516,36.407,59.354,52.628,43.665,15.038,2.104,80.491,68.732,-1
2012-06-19,12.217,16.239,25.237,3.483,10.625,48.132,6.516,36.407,59.354,52.628,1
2012-06-20,31.596,12.742,47.37,46.787,43.089,12.217,16.239,25.237,3.483,10.625,0
2012-06-21,53.833,30.165,14.905,67.967,63.521,31.596,12.742,47.37,46.787,43.089,-2
2012-06-22,30.951,16.66,6.875,50.314,43.207,53.833,30.165,14.905,67.967,63.521,1
2012-06-25,33.773,11.662,15.31,40.805,45.896,31.9,23.524,22.873,39.686,41.235,-1
2012-06-26,23.168,2.282,13.093,50.301,35.336,33.773,11.662,15.31,40.805,45.896,1
2012-06-27,41.53,15.666,31.526,76.429,65.994,23.168,2.282,13.093,50.301,35.336,1
2012-06-28,57.167,23.765,14.421,53.853,62.26,41.53,15.666,31.526,76.429,65.994,-1
2012-06-29,31.775,44.66,15.637,31.245,39.444,57.167,23.765,14.421,53.853,62.26,2
2012-07-02,34.371,30.413,31.049,39.713,41.206,5.672,37.869,16.989,25.256,24.315,0
2012-07-03,33.418,-5.203,15.407,47.352,47.949,34.371,30.413,31.049,39.713,41.206,1
2012-07-05,56.948,40.508,50.808,39.854,52.386,19.216,34.479,22.378,30.752,23.742,-1
2012-07-06,20.994,10.505,39.424,35.175,32.459,56.948,40.508,50.808,39.854,52.386,-1
2012-07-09,33.423,30.675,31.313,61.205,53.263,48.434,38.462,25.943,57.772,53.047,-1
2012-07-10,29.729,18.75,27.9,39.719,38.518,33.423,30.675,31.313,61.205,53.263,-1
2012-07-11,31.899,12.509,26.681,37.989,34.489,29.729,18.75,27.9,39.719,38.518,-1
2012-07-12,25.981,34.848,-8.486,50.033,38.611,31.899,12.509,26.681,37.989,34.489,-1
2012-07-13,47.952,18.478,2.674,51.956,48.88,25.981,34.848,-8.486,50.033,38.611,2
2012-07-16,29.203,14.673,19.467,45.712,42.041,-2.718,9.556,21.786,18.021,9.74,-1
2012-07-17,8.704,16.733,45.649,23.926,16.712,29.203,14.673,19.467,45.712,42.041,1
2012-07-18,41.355,21.161,11.47,64.826,52.352,8.704,16.733,45.649,23.926,16.712,1
2012-07-19,33.574,23.134,34.514,39.805,38.646,41.355,21.161,11.47,64.826,52.352,1
2012-07-20,24.605,7.159,7.642,28.999,30.396,33.574,23.134,34.514,39.805,38.646,-1
2012-07-23,4.207,30.475,36.476,20.672,17.574,28.312,8.973,17.364,36.489,40.255,-1
2012-07-24,59.751,12.683,24.805,58.071,59.37,4.207,30.475,36.476,20.672,17.574,-1
2012-07-25,44.696,21.054,30.464,25.186,40.282,59.751,12.683,24.805,58.071,59.37,1
2012-07-26,3.993,24.333,11.626,18.115,12.085,44.696,21.054,30.464,25.186,40.282,2
2012-07-27,30.618,13.071,42.041,37.325,33.487,3.993,24.333,11.626,18.115,12.085,2
2012-07-30,45.489,18.663,35.639,72.103,62.366,42.256,16.9,33.491,63.427,58.377,0
2012-07-31,35.693,36.768,0.473,47.517,51.997,45.489,18.663,35.639,72.103,62.366,-1
2012-08-01,26.324,29.112,22.515,47.831,39.06,35.693,36.768,0.473,47.517,51.997,-1
2012-08-02,5.689,13.774,13.866,61.196,34.06,26.324,29.112,22.515,47.831,39.06,-1
2012-08-03,48.539,23.301,27.485,58.64,57.043,5.689,13.774,13.866,61.196,34.06,2
2012-08-06,21.304,16.145,44.554,35.167,29.037,5.55,3.294,14.117,18.139,13.869,1
2012-08-07,25.183,22.629,10.682,45.753,37.053,21.304,16.145,44.554,35.167,29.037,1
2012-08-08,-6.056,16.313,27.542,7.98,4.283,25.183,22.629,10.682,45.753,37.053,1
2012-08-09,43.785,-21.36,27.658,49.602,42.301,-6.056,16.313,27.542,7.98,4.283,0
2012-08-10,52.03,23.943,29.74,59.206,58.948,43.785,-21.36,27.658,49.602,42.301,1
2012-08-13,21.183,14.486,15.578,38.352,32.471,35.276,0.159,27.14,51.638,43.694,-1
2012-08-14,13.753,14.713,20.393,20.91,16.546,21.183,14.486,15.578,38.352,32.471,0
2012-08-15,-8.082,31.596,39.402,5.807,0.279,13.753,14.713,20.393,20.91,16.546,0
2012-08-16,-3.176,-9.729,12.55,0.187,0.459,-8.082,31.596,39.402,5.807,0.279,1
2012-08-17,1.295,4.953,31.99,16.159,11.395,-3.176,-9.729,12.55,0.187,0.459,1
2012-08-20,25.392,13.52,24.396,34.832,30.743,37.612,18.438,35.57,53.496,47.587,0
2012-08-21,30.031,22.654,18.355,54.212,44.975,25.392,13.52,24.396,34.832,30.743,-1
2012-08-22,52.005,37.353,14.304,66.107,60.952,30.031,22.654,18.355,54.212,44.975,-1
2012-08-23,15.585,25.273,31.55,42.837,32.943,52.005,37.353,14.304,66.107,60.952,-1
2012-08-24,15.019,13.951,33.834,39.853,31.258,15.585,25.273,31.55,42.837,32.943,1
2012-08-27,-3.615,18.555,30.731,2.896,3.624,1.433,16.819,13.634,30.443,17.107,-1
2012-08-28,29.956,-4.006,8.699,60.908,46.234,-3.615,18.555,30.731,2.896,3.624,-1
2012-08-29,52.432,21.679,13.607,65.324,61.607,29.956,-4.006,8.699,60.908,46.234,0
2012-08-30,3.182,-6.867,12.659,10.042,8.075,52.432,21.679,13.607,65.324,61.607,-1
2012-08-31,15.273,27.944,37.506,28.947,24.718,3.182,-6.867,12.659,10.042,8.075,1
2012-09-04,12.554,22.72,38.13,30.506,23.996,41.774,11.385,11.071,58.078,48.7,-1
2012-09-05,-3.915,32.085,20.613,17.423,15.214,12.554,22.72,38.13,30.506,23.996,0
2012-09-06,7.493,5.479,31.457,23.801,19.959,-3.915,32.085,20.613,17.423,15.214,2
2012-09-07,14.069,17.601,23.248,44.433,29.5,7.493,5.479,31.457,23.801,19.959,1
2012-09-10,18.65,24.959,30.967,53.684,46.607,61.396,25.984,42.538,63.963,74.448,-1
2012-09-11,1.164,46.55,6.701,54.302,36.939,18.65,24.959,30.967,53.684,46.607,1
2012-09-12,30.994,31.233,23.481,44.001,39.835,1.164,46.55,6.701,54.302,36.939,0
2012-09-13,21.815,17.698,19.896,16.363,14.379,30.994,31.233,23.481,44.001,39.835,2
2012-09-14,14.77,26.033,18.596,23.002,15.038,21.815,17.698,19.896,16.363,14.379,1
2012-09-17,15.359,11.515,9.911,28.565,25.03,-4.757,20.765,12.975,-0.381,-5.375,-1
2012-09-18,9.98,12.271,26.602,32.422,30.193,15.359,11.515,9.911,28.565,25.03,0
2012-09-19,35.409,28.543,19.065,43.218,40.075,9.98,12.271,26.602,32.422,30.193,0
2012-09-20,60.315,32.848,13.261,48.729,55.439,35.409,28.543,19.065,43.218,40.075,1
2012-09-21,34.144,22.797,20.232,37.248,35.475,60.315,32.848,13.261,48.729,55.439,-1
2012-09-24,13.418,30.018,31.906,20.148,15.002,53.834,10.197,45.084,56.338,53.276,-1
2012-09-25,36.067,17.257,30.009,53.056,49.692,13.418,30.018,31.906,20.148,15.002,-1
2012-09-26,37.146,29.18,30.511,59.731,52.741,36.067,17.257,30.009,53.056,49.692,-1
2012-09-27,54.402,22.199,33.954,38.943,51.082,37.146,29.18,30.511,59.731,52.741,1
2012-09-28,34.387,28.093,14.214,45.627,40.592,54.402,22.199,33.954,38.943,51.082,-1
2012-10-01,24.841,36.153,25.197,29.151,24.781,-9.268,20.855,20.93,13.649,-3.136,1
2012-10-02,49.836,13.496,35.018,74.636,65.632,24.841,36.153,25.197,29.151,24.781,-1
2012-10-03,23.718,-1.421,-0.537,18.036,21.282,49.836,13.496,35.018,74.636,65.632,1
2012-10-04,21.144,13.626,8.049,43.163,31.898,23.718,-1.421,-0.537,18.036,21.282,1
2012-10-05,19.33,9.502,16.299,52.126,36.479,21.144,13.626,8.049,43.163,31.898,1
2012-10-08,35.524,18.516,5.526,42.552,41.282,42.68,19.578,33.633,48.263,47.32,0
2012-10-09,44.009,24.066,29.594,59.527,53.419,35.524,18.516,5.526,42.552,41.282,-1
2012-10-10,13.438,3.514,22.333,30.977,24.295,44.009,24.066,29.594,59.527,53.419,-1
2012-10-11,23.065,-0.209,13.311,37.318,31.446,13.438,3.514,22.333,30.977,24.295,-1
2012-10-12,23.782,7.514,13.282,39.479,30.964,23.065,-0.209,13.311,37.318,31.446,0
2012-10-15,46.737,18.697,37.535,61.405,54.787,16.337,16.166,29.265,27.99,21.792,1
2012-10-16,61.207,10.737,10.801,71.82,69.186,46.737,18.697,37.535,61.405,54.787,1
2012-10-17,38.38,-4.878,19.183,54.218,48.841,61.207,10.737,10.801,71.82,69.186,1
2012-10-18,32.165,19.342,33.054,55.225,47.841,38.38,-4.878,19.183,54.218,48.841,0
2012-10-19,11.08,10.591,21.862,36.335,22.437,32.165,19.342,33.054,55.225,47.841,-2
2012-10-22,43.369,14.95,24.173,65.703,55.127,62.918,27.063,26.298,48.367,57.74,0
2012-10-23,-2.726,12.16,5.081,19.605,13.188,43.369,14.95,24.173,65.703,55.127,-2
2012-10-24,26.66,9.373,36.041,39.837,33.723,-2.726,12.16,5.081,19.605,13.188,-1
2012-10-25,33.704,25.338,29.464,45.435,39.757,26.66,9.373,36.041,39.837,33.723,1
2012-10-26,3.371,21.758,43.598,31.97,20.254,33.704,25.338,29.464,45.435,39.757,0
2012-10-31,16.3,16.51,28.767,19.943,18.723,42.569,27.671,14.811,59.032,50.73,0
2012-11-01,30.474,23.45,20.557,50.389,38.769,16.3,16.51,28.767,19.943,18.723,1
2012-11-02,23.351,24.176,16.286,29.48,27.92,30.474,23.45,20.557,50.389,38.769,-1
2012-11-05,22.134,5.405,35.441,14.106,22.818,36.778,5.208,24.813,66.883,56.175,1
2012-11-06,40.009,34.834,24.73,68.714,60.88,22.134,5.405,35.441,14.106,22.818,1
2012-11-07,34.368,13.83,6.28,77.408,55.928,40.009,34.834,24.73,68.714,60.88,-2
2012-11-08,43.723,8.021,16.818,52.094,52.089,34.368,13.83,6.28,77.408,55.928,-1
2012-11-09,12.843,33.681,27.737,31.307,29.367,43.723,8.021,16.818,52.094,52.089,0
2012-11-12,6.179,14.682,15.463,29.819,17.36,32.581,11.566,15.203,61.08,48.857,0
2012-11-13,44.49,9.058,11.999,45.943,45.754,6.179,14.682,15.463,29.819,17.36,-1
2012-11-14,34.197,20.79,14.652,51.606,48.831,44.49,9.058,11.999,45.943,45.754,-2
2012-11-15,18.465,28.603,-17.416,42.376,29.959,34.197,20.79,14.652,51.606,48.831,-1
2012-11-16,35.326,15.876,32.218,54.805,49.884,18.465,28.603,-17.416,42.376,29.959,1
2012-11-19,16.356,13.74,17.74,16.863,15.575,20,7.707,10.918,22.504,22.746,2
2012-11-20,35.338,27.007,3.529,49.306,48.087,16.356,13.74,17.74,16.863,15.575,0
2012-11-21,30.702,12.544,26.753,36.519,31.246,35.338,27.007,3.529,49.306,48.087,1
2012-11-23,25.015,24.99,14.433,41.603,37.478,33.888,-3.479,36.832,35.261,38.91,2
2012-11-26,59.99,28.401,28.5,88.794,77.887,30.29,2.628,28.689,33.797,35.971,-1
2012-11-27,44.311,27.577,28.265,44.677,44.793,59.99,28.401,28.5,88.794,77.887,-1
2012-11-28,49.695,9.978,18.321,47.647,49.844,44.311,27.577,28.265,44.677,44.793,1
2012-11-29,55.333,32.207,20.236,59.584,53.439,49.695,9.978,18.321,47.647,49.844,1
2012-11-30,18.652,30.659,38.142,37.379,32.943,55.333,32.207,20.236,59.584,53.439,0
2012-12-03,37.9,15.028,8.511,59.978,48.487,23.441,17.571,18.7,42.589,33.68,-1
2012-12-04,41.53,-3.896,18.123,43.103,43.63,37.9,15.028,8.511,59.978,48.487,-1
2012-12-05,33.627,36.936,29.195,27.553,32.359,41.53,-3.896,18.123,43.103,43.63,1
2012-12-06,2.282,13.615,30.113,6.056,5.476,33.627,36.936,29.195,27.553,32.359,1
2012-12-07,35.993,2.422,13.001,28.06,35.177,2.282,13.615,30.113,6.056,5.476,1
2012-12-10,20.939,6.039,23.239,41.964,30.841,42.574,25.885,38,46.427,40.848,1
2012-12-11,2.624,15.171,25.584,17.339,12.656,20.939,6.039,23.239,41.964,30.841,1
2012-12-12,26.643,18.086,18.021,27.912,29.188,2.624,15.171,25.584,17.339,12.656,0
2012-12-13,44.849,-9.468,26.975,50.927,47.7,26.643,18.086,18.021,27.912,29.188,-1
2012-12-14,30.915,7.579,10.843,35.755,33.598,44.849,-9.468,26.975,50.927,47.7,-1
2012-12-17,-0.014,30.705,8.311,6.407,4.349,39.03,29.536,22.097,80.74,63.26,1
2012-12-18,13.058,15.85,12.26,30.581,22.352,-0.014,30.705,8.311,6.407,4.349,1
2012-12-19,33.613,11.769,28.788,39.548,39.175,13.058,15.85,12.26,30.581,22.352,-1
2012-12-20,2.286,16.207,9.521,44.33,22.934,33.613,11.769,28.788,39.548,39.175,1
2012-12-21,56.182,41.239,37.442,79.944,75.78,2.286,16.207,9.521,44.33,22.934,-1
2012-12-24,27.997,-8.604,13.589,42.401,36.024,30.57,6.653,25.914,38.767,28.893,-1
2012-12-26,30.196,23.734,31.586,47.296,37.292,43.406,22.813,-9.484,66.185,54.087,-1
2012-12-27,24.024,13.701,27.752,32.449,31.656,30.196,23.734,31.586,47.296,37.292,-1
2012-12-28,12.41,22.006,13.265,31.359,22.565,24.024,13.701,27.752,32.449,31.656,-2
2012-12-31,13.768,15.629,28.678,42.927,32.304,39.047,36.443,19.338,48.186,45.259,2
2013-01-02,-9.8,26.719,33.361,2.569,1.952,14.997,-14.457,18.265,14.705,17.752,2
2013-01-03,29.648,-1.438,14.402,29.405,29.764,-9.8,26.719,33.361,2.569,1.952,-1
2013-01-04,38.087,-7.49,28.46,49.41,43.028,29.648,-1.438,14.402,29.405,29.764,1
